date,time,ng,nf,sg,sf,remarks
1,13:00,2,7,0,0,
2,,,,,,C
3,12:35,2,7,0,0,
4,11:05,3,9,1,8,
5,,,,,,C
6,,,,,,M
7,14:10,2,7,0,0,
8,14:30,1,4,0,0,
9,10:30,2,5,0,0,
10,14:00,2,6,0,0,
11,14:15,1,9,0,0,
12,,,,,,
13,10:30,1,8,0,0,
14,14:20,3,19,0,0,
15,10:40,2,28,0,0,
16,11:50,2,24,0,0,
17,13:30,2,16,0,0,
18,,,,,,C
19,,,,,,C
20,12:30,2,5,0,0,
21,,,,,,
22,14:20,0,0,0,0,
23,,,,,,
24,,,,,,
25,11:20,0,0,0,0,
26,14:30,0,0,0,0,
27,13:30,1,1,0,0,
28,,,,,,M
29,11:40,1,17,0,0,
30,,,,,,C
31,14:00,1,12,0,0,
