date,time,ng,nf,sg,sf,remarks
1,3:10,3,13,3,28,
2,3:26,4,29,3,31,
3,2:57,3,34,4,28,
4,6:22,4,52,3,37,
5,3:30,4,68,6,52,
6,3:26,3,63,6,49,
7,,,,,,C
8,3:11,5,55,6,42,
9,4:34,3,50,5,27,
10,,,,,,C
11,,,,,,M
12,,,,,,C
13,1:43,4,9,4,59,
14,2:59,3,8,6,56,
15,3:00,5,11,7,37,
16,3:51,5,20,9,32,
17,4:40,5,16,7,19,
18,,,,,,C
19,3:05,6,53,4,22,
20,1:10,5,58,4,11,
21,,,,,,C-R
22,,,,,,R-C
23,3:35,7,65,3,31,
24,3:39,8,40,4,40,
25,3:24,4,25,3,42,
26,,,,,,C-R
27,4:40,4,14,3,62,
28,3:44,5,31,7,77,
29,3:15,4,39,3,53,
30,4:07,4,46,3,56,
31,,,,,,R-C
