date,time,ng,nf,sg,sf,remarks
1,,,,,,R
2,13:15,0,0,0,0,
3,12:20,0,0,0,0,
4,12:53,0,0,0,0,
5,,,,,,C
6,13:26,0,0,1,3,
7,12:52,0,0,1,5,
8,13:20,0,0,1,4,
9,13:00,0,0,1,1,
10,12:38,0,0,1,1,
11,13:26,0,0,0,0,
12,12:55,0,0,0,0,
13,13:50,0,0,0,0,
14,,,,,,M
15,,,,,,M
16,12:56,1,3,0,0,
17,12:35,1,10,0,0,
18,,,,,,C
19,11:50,1,5,0,0,
20,12:50,1,2,0,0,
21,13:00,0,0,0,0,
22,,,,,,M
23,15:45,1,,,,M
24,,,,,,M
25,12:55,1,5,0,0,
26,,,,,,M
27,,,,,,M
28,,,,,,M
29,,,,,,M
30,,,,,,M
31,12:40,1,3,0,0,
