date,time,ng,nf,sg,sf,remarks
1,,,,,,C-R
2,2:40,6,52,3,16,
3,2:44,8,78,3,16,
4,3:27,12,102,5,16,
5,m2:51,11,98,6,20,
6,m0:04,14,106,6,27,
7,4:36,13,100,5,23,
8,m1:46,10,91,6,20,
9,,,,,,M
10,2:41,10,73,3,14,
11,,,,,,C
12,0:34,8,72,4,11,
13,3:24,8,56,3,12,
14,,,,,,C
15,3:04,7,38,4,17,
16,0:11,4,34,5,26,
17,2:46,2,25,5,27,
18,,,,,,C
19,0:52,6,30,5,33,
20,0:04,6,36,5,32,
21,,,,,,M
22,,,,,,M
23,0:07,7,41,4,28,
24,0:04,6,32,5,30,
25,0:15,6,35,6,49,
26,0:15,4,35,4,47,
27,4:46,5,34,5,45,
28,3:31,4,22,5,31,
29,0:40,6,23,5,28,
30,0:03,6,30,6,46,
31,0:04,6,34,5,41,
