date,time,ng,nf,sg,sf,remarks
1,,,,,,C
2,3:32,1,2,0,0,
3,3:11,1,5,1,3,
4,3:12,1,5,1,3,
5,3:13,1,2,0,0,
6,3:12,1,15,0,0,
7,,,,,,M
8,,,,,,R
9,,,,,,R-C
10,3:14,0,0,3,59,
11,3:16,0,0,3,71,肉眼黒点=1
12,3:20,0,0,3,75,肉眼黒点=1
13,,,,,,M
14,,,,,,R
15,3:30,0,0,3,116,
16,,,,,,R
17,3:16,0,0,5,54,
18,3:12,1,2,4,24,
19,3:11,0,0,3,21,
20,3:10,1,2,3,21,
21,,,,,,R
22,,,,,,C
23,,,,,,M
24,3:09,0,0,1,8,
25,3:08,0,0,1,18,
26,3:12,0,0,1,19,
27,3:11,0,0,1,14,
28,,,,,,C
29,3:50,0,0,1,2,
30,,,,,,M
