date,time,ng,nf,sg,sf,remarks
1,2:42,0,0,1,12,
2,2:40,0,0,1,9,
3,2:55,0,0,2,6,
4,2:05,0,0,2,8,
5,2:50,0,0,1,5,
6,4:30,0,0,0,0,
7,2:39,1,3,0,0,
8,2:40,1,5,0,0,
9,3:27,2,12,1,6,
10,2:57,1,4,1,8,
11,,,,,,S
12,,,,,,C
13,2:24,2,11,2,30,
14,,,,,,S
15,3:09,3,17,1,31,
16,3:23,2,18,1,30,
17,2:20,1,14,1,26,
18,4:21,2,30,1,27,
19,2:29,2,42,1,14,
20,2:30,2,29,1,7,
21,3:23,2,26,0,0,
22,2:33,2,19,0,0,
23,4:05,2,11,0,0,
24,,,,,,C
25,,,,,,C
26,2:15,2,9,1,2,
27,1:50,2,12,1,2,
28,,,,,,R
