date,time,ng,nf,sg,sf,remarks
1,2:44,1,27,3,24,
2,3:21,2,17,3,28,
3,3:39,2,9,5,47,
4,,,,,,C
5,3:53,1,4,5,41,
6,3:01,1,4,5,52,
7,1:40,1,1,6,73,
8,3:04,0,0,3,72,
9,7:10,2,15,2,68,
10,6:41,2,18,2,52,
11,,,,,,M
12,2:28,3,14,1,18,
13,1:44,1,4,1,4,
14,2:44,1,2,1,1,
15,2:30,1,7,0,0,
16,2:20,1,5,0,0,
17,,,,,,M
18,4:11,3,15,2,5,
19,3:05,2,21,1,12,
20,4:17,3,42,3,34,
21,2:30,2,37,4,53,
22,,,,,,C-R
23,5:00,2,30,4,36,
24,,,,,,C
25,1:02,3,26,4,36,
26,2:21,2,24,2,17,
27,3:57,2,19,2,13,
28,,,,,,C-R
29,,,,,,R-C
30,6:46,1,5,3,10,
