date,time,ng,nf,sg,sf,remarks
1,2:35,0,0,2,31,
2,3:29,0,0,3,41,
3,2:51,0,0,2,50,
4,3:06,0,0,2,44,
5,2:46,0,0,2,33,
6,,,,,,C-R
7,,,,,,C
8,3:27,0,0,3,12,
9,3:42,0,0,2,9,
10,2:33,0,0,1,8,
11,,,,,,R
12,2:50,0,0,1,14,
13,3:11,0,0,2,14,
14,,,,,,C
15,2:52,0,0,3,18,
16,3:08,0,0,3,24,
17,2:10,0,0,3,16,
18,3:00,0,0,3,13,
19,,,,,,C-R
20,,,,,,R
21,2:45,0,0,0,0,
22,2:40,0,0,0,0,
23,2:40,0,0,0,0,
24,3:50,0,0,0,0,
25,2:58,0,0,1,2,
26,,,,,,C
27,,,,,,R
28,2:47,1,8,1,7,
29,4:20,1,11,1,6,
30,4:06,1,11,2,16,
