date,time,ng,nf,sg,sf,remarks
1,4:51,2,7,4,42,
2,4:25,2,8,4,41,
3,4:20,2,7,5,46,
4,,,,,,R
5,5:20,4,20,7,74,
6,0:04,5,31,10,66,
7,3:59,5,63,9,71,
8,4:07,5,75,7,52,
9,,,,,,C
10,5:00,5,48,6,33,
11,-32,6,39,4,25,
12,1:17,5,33,6,36,
13,,,,,,M
14,1:33,4,60,5,34,
15,2:45,4,66,3,25,
16,4:11,4,58,2,25,
17,4:10,4,80,3,20,
18,2:42,1,95,3,9,
19,,,,,,C-R
20,,,,,,R
21,2:06,3,100,2,20,
22,3:34,3,79,4,18,
23,,,,,,C
24,3:41,1,54,5,41,
25,5:00,1,35,5,36,
26,,,,,,C-R
27,1:51,3,12,6,50,
28,,,,,,R
29,,,,,,R
30,,,,,,R
