date,time,ng,nf,sg,sf,remarks
1,3:10,0,0,4,18,
2,4:20,0,0,4,28,
3,3:16,2,10,4,23,
4,,,,,,C-S
5,2:54,3,23,3,8,
6,2:37,4,28,3,5,
7,,,,,,M
8,2:20,4,43,2,4,
9,2:55,3,34,1,3,
10,,,,,,M
11,4:36,3,22,0,0,
12,2:16,3,14,0,0,
13,2:59,3,22,1,3,
14,3:23,4,30,2,9,
15,,,,,,C
16,,,,,,C
17,3:38,5,29,3,9,
18,2:41,4,32,3,11,
19,4:00,3,34,2,6,
20,,,,,,S
21,,,,,,C
22,4:55,5,47,0,0,
23,,,,,,M
24,,,,,,M
25,,,,,,M
26,2:16,2,15,0,0,
27,2:20,3,10,0,0,
28,5:09,2,5,1,2,
29,2:31,2,5,3,8,
30,2:09,3,25,1,1,
31,3:20,3,19,1,6,
