date,time,ng,nf,sg,sf,remarks
1,7:00,3,45,2,6,
2,3:10,2,54,2,7,
3,3:36,3,53,3,20,
4,5:00,2,49,3,36,
5,2:50,5,58,4,38,
6,,,,,,M
7,5:30,2,14,4,56,
8,4:27,3,16,3,57,
9,4:18,2,14,3,43,
10,4:37,3,12,3,42,
11,2:02,3,10,4,47,
12,,,,,,C
13,4:15,2,33,2,21,
14,2:46,2,31,1,12,
15,,,,,,R-S
16,4:18,1,36,3,5,
17,3:43,1,37,3,11,
18,3:44,1,35,4,17,
19,4:21,1,31,4,25,
20,2:12,2,35,4,17,
21,2:18,3,34,3,17,
22,4:06,3,27,3,23,
23,2:34,2,15,4,21,
24,,,,,,C-R
25,2:06,3,9,1,10,
26,2:40,3,9,1,7,
27,3:05,3,17,2,9,
28,,,,,,R
29,4:29,2,22,1,2,
30,2:46,2,33,2,14,
31,,,,,,C
