date,time,ng,nf,sg,sf,remarks
1,,,,,,M
2,,,,,,R
3,,,,,,R
4,,,,,,R-C
5,12:15,6,45,0,0,91
6,13:20,5,38,2,7,98
7,,,,,,R
8,11:45,7,17,3,32,131
9,,,,,,C
10,,,,,,C
11,14:45,5,31,3,102,153
12,11:15,5,18,3,73,154
13,,,,,,C
14,13:30,6,29,3,52,137
15,,,,,,M
16,,,,,,M
17,13:30,4,10,2,9,83
18,11:55,5,15,2,5,73
19,,,,,,M
20,,,,,,M
21,,,,,,C-R
22,,,,,,M
23,12:15,7,58,1,11,131
24,12:25,7,58,1,10,151
25,,,,,,R
26,,,,,,C
27,,,,,,C
28,11:10,6,95,1,8,151
29,13:50,6,131,1,3,161
30,11:30,8,133,1,2,175
