date,time,ng,nf,sg,sf,remarks
1,7:01,5,10,5,68,
2,4:11,3,9,3,63,
3,0:10,5,18,5,63,
4,,,,,,C
5,,,,,,C
6,,,,,,R
7,,,,,,R
8,,,,,,R
9,,,,,,M
10,1:03,5,38,7,53,
11,0:13,7,48,9,65,
12,,,,,,C
13,,,,,,R
14,,,,,,M
15,,,,,,C
16,2:50,4,76,10,72,
17,,,,,,M
18,3:59,6,48,7,72,
19,4:20,6,40,5,51,
20,2:00,8,41,6,47,
21,4:19,8,44,4,25,
22,2:58,7,52,6,21,
23,2:40,6,44,5,10,
24,4:01,7,51,7,35,
25,,,,,,C
26,,,,,,M
27,,,,,,M
28,4:06,6,26,4,38,
29,5:50,4,14,3,33,
30,,,,,,R
31,4:58,1,8,4,35,
