date,time,ng,nf,sg,sf,remarks
1,2:35,0,0,0,0,
2,,,,,,C-R
3,1:40,0,0,0,0,
4,2:20,0,0,0,0,
5,2:20,0,0,1,2,
6,1:50,0,0,1,2,
7,,,,,,R
8,,,,,,C
9,,,,,,C-R
10,2:55,1,2,0,0,
11,2:55,1,2,0,0,
12,,,,,,M
13,,,,,,C-R
14,2:25,0,0,0,0,
15,2:40,0,0,0,0,
16,4:55,0,0,0,0,
17,6:05,0,0,0,0,
18,2:10,0,0,0,0,
19,4:30,0,0,0,0,
20,1:00,0,0,0,0,
21,4:35,0,0,0,0,
22,2:00,0,0,0,0,
23,,,,,,R
24,2:10,1,2,0,0,
25,3:30,1,2,0,0,
26,,,,,,M
27,2:35,1,2,0,0,
28,,,,,,C
29,,,,,,M
30,,,,,,M
31,,,,,,R-C
