date,time,ng,nf,sg,sf,remarks
1,1:04,1,10,1,4,
2,2:59,2,17,1,4,
3,3:43,4,28,2,5,
4,3:40,4,28,2,10,
5,,,,,,C
6,5:25,4,38,1,4,
7,,,,,,C
8,,,,,,R-C
9,5:15,3,48,1,5,
10,,,,,,M
11,2:45,4,41,1,5,
12,3:03,4,44,4,17,
13,3:50,4,29,4,16,
14,,,,,,C
15,4:00,3,6,3,13,
16,2:11,3,10,4,17,
17,,,,,,C
18,5:10,2,11,2,13,
19,3:18,2,12,5,16,
20,,,,,,C
21,,,,,,C
22,4:11,3,33,2,19,
23,,,,,,C-R
24,5:00,4,36,1,14,naked eye=1C
25,2:10,4,27,1,5,
26,2:13,5,32,1,5,
27,,,,,,M
28,2:35,2,12,1,3,
29,,,,,,C
30,,,,,,R
