date,time,ng,nf,sg,sf,remarks
1,,,,,,R
2,2:50,1,31,4,37,
3,2:40,2,27,4,32,
4,,,,,,M
5,,,,,,R
6,3:04,1,9,3,29,
7,4:46,1,8,3,33,
8,2:47,0,0,3,40,
9,,,,,,M
10,,,,,,R
11,,,,,,M
12,5:24,1,3,4,24,
13,3:26,1,12,3,33,
14,2:21,2,15,4,28,
15,2:34,2,14,4,26,
16,2:10,2,9,4,38,
17,2:37,2,8,5,57,
18,,,,,,M
19,,,,,,R
20,3:15,4,14,8,92,
21,3:01,2,16,8,110,naked eye=1C
22,,,,,,R
23,3:39,2,26,8,107,naked eye=1C
24,2:50,3,28,6,81,
25,3:10,5,35,7,67,
26,0:20,3,25,5,37,
27,0:02,4,28,5,24,
28,3:01,4,18,5,19,
29,4:11,4,12,5,42,
30,,,,,,R
