date,time,ng,nf,sg,sf,remarks
1,4:57,0,0,1,6,20
2,1:34,2,4,1,6,32
3,1:59,2,14,1,2,25
4,0:59,2,9,1,2,22
5,1:42,2,4,0,0,21
6,0:57,2,4,1,2,13
7,1:04,1,1,0,0,0
8,0:38,0,0,0,0,0
9,0:18,0,0,0,0,0
10,,,,,,C
11,5:33,0,0,1,2,14
12,1:05,0,0,1,14,19
13,,,,,,C
14,1:24,0,0,1,21,22
15,2:40,0,0,1,13,20
16,0:49,1,1,2,21,18
17,0:23,1,3,1,14,30
18,2:03,1,7,1,7,26
19,0:36,1,1,0,0,7
20,,,,,,M
21,1:02,2,5,0,0,15
22,0:50,2,4,0,0,24
23,4:21,3,16,1,4,34
24,1:25,3,16,1,1,35
25,2:13,2,8,1,2,17
26,,,,,,R
27,,,,,,C
28,4:12,0,0,1,10,13
29,0:49,0,0,1,8,11
30,2:23,0,0,0,0,8
31,0:48,1,3,0,0,10
