date,time,ng,nf,sg,sf,remarks
1,3:37,3,20,1,4,
2,4:07,5,18,1,3,
3,,,,,,C
4,,,,,,C-R
5,5:30,5,,1,,C
6,2:36,6,74,1,2,
7,,,,,,C
8,2:53,5,49,1,10,
9,,,,,,C
10,5:45,2,13,2,11,
11,,,,,,C
12,2:51,3,12,5,28,
13,5:23,1,17,4,27,
14,,,,,,C
15,4:00,3,40,2,12,
16,3:32,1,43,2,18,
17,6:36,2,64,5,11,
18,4:20,2,63,2,9,
19,3:22,2,61,2,3,
20,,,,,,M
21,,,,,,C
22,,,,,,C
23,,,,,,R
24,,,,,,R
25,3:05,3,49,3,59,
26,3:55,4,25,3,44,
27,2:46,3,22,4,40,
28,2:10,4,24,3,46,
29,3:03,3,22,3,55,
30,2:14,3,13,3,56,
31,2:23,2,12,3,71,
