date,time,ng,nf,sg,sf,remarks
1,1:10,2,8,3,10,
2,,,,,,C
3,5:43,5,25,2,9,
4,0:04,6,28,3,7,
5,0:20,4,40,4,9,
6,,,,,,R
7,0:18,6,50,3,18,
8,0:19,6,55,3,21,
9,0:22,8,55,5,26,
10,1:38,8,58,4,29,
11,1:32,6,49,5,38,
12,,,,,,R
13,,,,,,R
14,0:17,3,47,6,27,
15,1:26,4,50,6,27,
16,3:19,4,47,3,6,
17,,,,,,M
18,,,,,,C
19,0:02,6,38,5,22,
20,0:44,5,41,4,18,
21,4:04,5,49,4,19,
22,0:02,5,67,4,17,
23,3:40,5,64,5,15,
24,,,,,,
25,1:57,6,73,5,15,
26,0:42,6,69,4,17,
27,2:14,6,68,2,6,
28,1:13,5,71,1,2,
29,,,,,,R
30,,,,,,C
