date,time,ng,nf,sg,sf,remarks
1,9:30,3,18,10,51,
2,12:00,2,14,8,40,
3,,,,,,C
4,10:30,4,30,9,63,
5,12:30,4,48,7,63,
6,,,,,,R
7,14:00,6,48,7,74,
8,14:30,6,74,6,98,
9,10:50,6,58,5,71,
10,,,,,,M
11,,,,,,R
12,10:45,4,41,7,103,
13,9:30,4,34,6,82,
14,14:00,3,12,4,53,萬夫氏代理
15,10:00,4,24,5,72,萬夫氏代理
16,13:10,4,14,5,78,
17,14:10,4,14,6,62,
18,,,,,,C
19,,,,,,M
20,14:30,3,11,7,88,
21,,,,,,M
22,,,,,,M
23,12:10,4,21,3,54,
24,11:30,3,15,3,37,
25,,,,,,C
26,11:30,2,27,5,42,
27,11:50,2,27,4,37,萬夫氏代理
28,,,,,,M
29,,,,,,M
30,14:30,8,49,7,23,
