date,time,ng,nf,sg,sf,remarks
1,2:42,5,21,1,2,
2,4:40,4,13,1,2,
3,,,,,,C
4,1:50,3,10,0,0,
5,3:01,4,12,0,0,
6,,,,,,C-R
7,4:15,2,9,0,0,
8,2:20,1,6,0,0,
9,,,,,,C
10,,,,,,R-C
11,,,,,,R
12,2:47,2,14,2,17,
13,6:39,2,20,2,14,
14,3:10,2,21,3,9,
15,,,,,,M
16,2:30,1,16,2,5,
17,,,,,,R
18,3:25,1,3,1,2,
19,3:25,1,3,1,2,
20,,,,,,M
21,3:12,0,0,1,4,
22,2:24,0,0,1,5,
23,4:11,0,0,1,3,
24,5:00,0,0,1,2,
25,,,,,,C
26,4:27,1,6,1,2,
27,,,,,,C
28,,,,,,C
29,2:00,1,2,1,6,
30,,,,,,R-C
31,3:01,2,8,0,0,
