date,time,ng,nf,sg,sf,remarks
1,2:45,1,2,3,11,
2,2:20,1,2,2,13,
3,,,,,,C
4,5:00,1,2,4,37,
5,,,,,,C
6,2:24,3,10,4,59,
7,1:59,2,8,6,59,
8,2:29,1,5,7,89,
9,3:28,1,7,8,113,
10,3:45,0,0,8,111,
11,2:53,1,9,7,97,
12,2:45,1,5,7,103,
13,2:30,0,0,6,74,
14,,,,,,M
15,4:07,3,9,4,54,
16,,,,,,C
17,2:38,4,19,4,29,
18,,,,,,C
19,,,,,,C-S
20,2:58,5,32,6,11,
21,4:26,2,15,3,15,
22,3:30,4,18,5,36,
23,,,,,,S
24,3:22,2,7,4,49,
25,,,,,,M
26,4:30,1,7,4,41,
27,,,,,,R
28,2:54,2,20,7,32,
29,3:49,1,17,8,42,
30,3:39,1,11,5,22,
31,2:28,2,9,5,16,
