date,time,ng,nf,sg,sf,remarks
1,6:30,1,1,1,6,
2,6:25,2,6,1,10,
3,7:45,2,7,1,7,
4,,,,,,R
5,,,,,,R
6,,,,,,R
7,11:45,3,17,1,3,
8,12:45,2,13,1,3,
9,12:15,3,14,1,1,
10,6:30,3,12,1,2,
11,6:20,3,12,0,0,
12,17:50,3,5,1,1,
13,15:00,2,7,1,2,
14,16:00,2,5,2,7,
15,7:20,1,1,2,5,
16,14:15,1,1,1,2,
17,7:05,0,0,1,1,
18,14:40,0,0,0,0,
19,,,,,,C
20,7:15,1,4,1,7,
21,11:10,0,0,1,2,
22,10:05,0,0,1,2,
23,,,,,,R
24,,,,,,H
25,15:30,0,0,0,0,
26,6:55,0,0,0,0,
27,15:55,1,1,0,0,
28,13:50,1,4,0,0,
29,8:00,1,9,0,0,
30,8:45,1,12,0,0,
31,11:55,1,14,0,0,
