date,time,ng,nf,sg,sf,remarks
1,3:37,1,16,5,43,
2,3:33,1,26,4,24,
3,3:37,2,42,4,28,
4,3:34,3,42,3,19,
5,,,,,,R
6,,,,,,M
7,3:34,2,55,3,15,
8,4:35,2,69,3,18,
9,,,,,,C
10,4:09,3,60,2,35,
11,3:45,4,37,3,36,
12,,,,,,R
13,2:49,2,6,2,30,
14,,,,,,C
15,3:45,3,9,2,38,
16,,,,,,M
17,,,,,,M
18,3:14,2,14,3,16,
19,,,,,,C
20,3:17,1,7,4,46,
21,3:30,1,2,5,37,
22,,,,,,R
23,3:17,3,31,4,17,
24,3:18,3,31,5,24,
25,,,,,,C
26,,,,,,C
27,3:40,4,43,3,27,
28,3:24,5,51,6,36,
29,4:40,5,39,3,14,
30,3:45,5,40,2,16,
31,3:05,5,33,3,19,
