date,time,ng,nf,sg,sf,remarks
1,,,,,,R
2,,,,,,R
3,,,,,,R
4,2:42,4,22,3,44,
5,3:13,3,26,3,58,
6,2:51,3,18,3,56,
7,3:42,4,12,3,49,
8,3:37,5,16,4,73,
9,2:41,6,11,4,76,
10,3:43,5,10,5,83,
11,3:38,4,21,4,77,
12,3:29,6,38,4,64,
13,,,,,,C
14,,,,,,R
15,2:40,4,70,4,25,
16,3:34,4,80,5,22,
17,2:53,5,72,4,18,
18,4:47,5,99,3,14,
19,4:16,4,126,3,9,
20,1:37,5,140,1,3,
21,3:09,5,120,1,6,
22,0:17,5,131,3,13,
23,,,,,,C
24,,,,,,C
25,3:36,3,59,3,11,
26,,,,,,C
27,4:12,2,10,2,9,
28,2:58,2,4,1,9,
29,2:57,1,2,2,14,
30,2:52,1,2,3,10,
