date,time,ng,nf,sg,sf,remarks
1,4:56,2,6,1,2,31
2,,,,,,C
3,1:02,2,9,1,4,30
4,0:32,2,6,1,2,32
5,2:24,2,4,1,2,25
6,0:23,2,5,1,2,24
7,0:42,2,5,1,2,30
8,,,,,,C
9,,,,,,R
10,2:00,0,0,0,0,0
11,2:24,0,0,0,0,0
12,5:11,0,0,2,3,14
13,0:59,0,0,2,4,17
14,,,,,,R
15,1:04,0,0,2,19,27
16,2:41,0,0,2,17,32
17,3:14,0,0,3,22,36
18,1:49,0,0,2,15,28
19,4:14,0,0,3,12,21
20,,,,,,R
21,0:39,0,0,2,5,15
22,0:44,1,4,2,3,18
23,4:03,2,24,2,3,34
24,5:11,1,25,1,2,33
25,0:48,1,27,1,2,32
26,2:09,1,24,1,2,20
27,0:54,1,19,1,1,26
28,,,,,,R
29,4:48,1,5,0,0,17
30,0:14,1,5,0,0,9
31,0:05,0,0,0,0,0
