date,time,ng,nf,sg,sf,remarks
1,,,,,,R
2,3:08,7,70,4,41,
3,2:55,7,53,6,39,
4,3:03,5,25,8,55,
5,2:42,3,14,9,51,
6,3:30,2,4,8,51,
7,2:14,2,4,9,51,
8,,,,,,M
9,4:02,2,3,6,45,
10,,,,,,R
11,1:58,5,24,6,50,
12,4:13,5,43,7,50,
13,3:09,4,39,5,42,
14,3:10,4,39,6,29,
15,2:07,7,62,4,37,
16,1:16,5,79,5,30,
17,,,,,,R
18,,,,,,C
19,3:15,7,99,5,44,
20,2:27,7,91,5,54,
21,,,,,,C
22,,,,,,C-R
23,2:50,10,56,6,70,
24,4:40,5,43,4,64,
25,1:19,6,70,5,60,
26,2:08,7,87,5,61,
27,4:13,6,85,4,45,
28,,,,,,R
29,4:06,6,112,3,21,
30,2:34,5,109,3,9,
31,3:25,6,117,1,1,
