date,time,ng,nf,sg,sf,remarks
1,4:01,6,12,6,40,
2,3:14,3,11,6,43,
3,2:34,5,13,7,68,
4,3:39,3,14,7,67,
5,2:14,3,8,5,62,
6,3:45,1,6,6,78,
7,,,,,,M
8,3:57,2,16,5,60,
9,3:22,2,25,5,56,
10,4:43,4,35,4,53,
11,,,,,,C
12,,,,,,C
13,,,,,,R
14,3:14,5,36,2,4,
15,1:39,3,25,1,4,
16,2:29,4,22,4,9,
17,4:59,3,14,6,18,
18,4:21,2,10,7,22,
19,3:14,3,14,6,17,
20,2:49,3,14,4,12,
21,3:43,1,5,3,10,
22,1:58,3,11,6,22,
23,2:48,3,4,3,14,
24,3:00,1,3,3,16,
25,3:01,3,8,3,9,
26,,,,,,M
27,,,,,,R
28,1:59,7,50,5,16,
29,2:07,7,42,3,13,
30,2:34,6,28,4,19,
