date,time,ng,nf,sg,sf,remarks
1,0:51,0,0,1,6,
2,1:46,1,2,1,13,
3,2:07,1,5,1,14,
4,1:26,1,1,1,15,
5,,,,,,M
6,2:17,1,3,1,20,
7,1:47,3,7,1,21,
8,2:01,1,6,1,14,
9,1:51,1,3,1,8,
10,,,,,,R
11,,,,,,R
12,1:35,0,0,1,4,
13,1:40,0,0,0,0,
14,,,,,,R
15,2:52,0,0,1,1,
16,1:32,0,0,0,0,
17,1:44,0,0,0,0,
18,2:50,0,0,0,0,
19,,,,,,R
20,2:10,0,0,0,0,
21,1:40,0,0,0,0,
22,2:40,0,0,0,0,
23,,,,,,S
24,2:30,1,1,0,0,
25,0:51,1,1,0,0,
26,1:49,1,2,0,0,
27,2:07,0,0,0,0,
28,,,,,,R
29,3:00,1,2,0,0,
30,1:05,1,2,0,0,
31,1:46,0,0,0,0,
