date,time,ng,nf,sg,sf,remarks
1,2:41,6,76,6,45,
2,2:15,5,47,5,51,
3,,,,,,C
4,3:02,6,53,4,48,
5,3:29,8,46,6,50,
6,2:38,7,49,7,47,
7,,,,,,R
8,2:40,6,40,5,41,
9,3:35,7,89,7,33,
10,2:26,6,92,6,24,
11,2:49,7,100,6,26,
12,1:48,6,99,5,35,
13,2:28,6,88,5,45,
14,2:29,6,75,5,44,
15,1:50,7,58,5,40,
16,1:50,5,37,4,28,
17,,,,,,R
18,,,,,,R
19,,,,,,R
20,,,,,,M
21,4:06,7,35,1,2,
22,,,,,,M
23,3:30,12,52,2,12,
24,,,,,,R
25,,,,,,R
26,4:20,10,94,3,30,
27,,,,,,R
28,4:30,7,94,5,68,
29,,,,,,C
30,,,,,,R
