date,time,ng,nf,sg,sf,remarks
1,3:12,0,0,3,27,
2,3:40,1,2,3,19,
3,2:19,0,0,3,21,
4,2:10,0,0,3,18,
5,3:35,1,3,3,18,
6,,,,,,C
7,2:40,0,0,2,7,
8,,,,,,R
9,3:07,0,0,3,12,
10,,,,,,C
11,,,,,,C-R
12,,,,,,C
13,2:00,1,2,2,4,
14,2:16,2,16,3,8,
15,3:22,1,13,2,14,
16,0:20,1,24,4,29,
17,,,,,,M
18,3:22,1,33,3,46,
19,0:40,1,18,2,48,
20,,,,,,C
21,,,,,,R
22,2:18,1,12,4,67,
23,,,,,,M
24,2:31,2,9,1,39,
25,,,,,,R
26,,,,,,C
27,2:26,1,5,2,5,
28,3:10,2,12,1,3,
29,4:29,2,7,1,6,
30,4:40,1,8,1,4,
