date,time,ng,nf,sg,sf,remarks
1,,,,,,M
2,4:51,0,0,5,74,
3,2:54,0,0,5,55,
4,3:53,0,0,2,36,
5,3:39,0,0,2,16,
6,3:39,1,4,2,6,
7,3:54,1,22,1,2,
8,4:18,1,36,2,5,
9,3:18,1,56,2,4,
10,2:07,2,63,2,7,
11,4:07,2,81,3,9,
12,0:09,2,87,2,6,
13,,,,,,C
14,4:29,2,74,2,15,
15,3:26,2,56,2,9,
16,,,,,,R
17,4:07,1,35,4,20,
18,3:40,1,30,3,18,
19,3:43,1,11,4,29,
20,,,,,,C
21,2:30,0,0,3,43,
22,,,,,,M
23,3:30,0,0,5,65,
24,3:21,1,1,5,63,
25,3:27,0,0,2,61,
26,3:50,1,2,3,40,
27,,,,,,C
28,3:59,0,0,5,34,
29,2:50,0,0,4,28,
30,4:00,0,0,3,25,
31,,,,,,C
