date,time,ng,nf,sg,sf,remarks
1,,,,,,C-R
2,,,,,,R
3,,,,,,C
4,2:16,4,42,5,30,
5,3:10,2,20,3,24,
6,0:21,3,20,3,32,
7,,,,,,C
8,3:30,3,15,2,35,
9,2:40,2,13,2,23,
10,1:00,3,13,3,23,
11,1:08,4,13,3,14,
12,5:29,5,31,2,9,
13,1:16,5,37,1,5,
14,1:48,4,30,3,7,
15,3:00,6,38,2,14,
16,2:53,7,45,2,16,
17,3:00,5,38,3,20,
18,,,,,,C
19,5:30,8,44,10,66,
20,0:58,6,42,11,75,
21,1:10,6,32,11,94,
22,4:16,2,15,7,109,
23,0:32,4,14,8,141,
24,,,,,,C
25,3:02,6,13,6,141,
26,0:44,3,9,7,117,
27,1:48,5,13,9,110,
28,,,,,,C
29,,,,,,R
30,1:49,4,10,10,54,
31,,,,,,C
