date,time,ng,nf,sg,sf,remarks
1,13:05,1,18,1,5,
2,14:30,2,33,1,19,A
3,,,,,,
4,,,,,,
5,,,,,,
6,14:00,2,30,1,8,A
7,,,,,,M
8,,,,,,M
9,14:10,2,14,1,14,
10,13:45,2,8,1,15,
11,14:10,2,7,1,7,
12,13:20,3,17,2,8,
13,15:15,3,24,2,3,
14,11:20,3,37,2,3,
15,,,,,,M
16,12:55,2,41,0,0,
17,13:15,1,36,0,0,
18,,,,,,C
19,13:50,1,24,0,0,
20,13:20,1,21,0,0,A
21,13:20,1,6,1,6,
22,,,,,,M
23,,,,,,C
24,13:10,1,16,1,1,
25,12:50,3,22,0,0,T
26,12:35,2,21,0,0,
27,14:00,2,19,0,0,
28,,,,,,M
29,,,,,,C
30,10:00,2,14,0,0,
