date,time,ng,nf,sg,sf,remarks
1,5:16,0,0,7,109,naked eye=1c
2,3:21,1,2,6,123,
3,,,,,,M
4,,,,,,M
5,2:56,3,9,7,130,naked eye=1c
6,,,,,,S
7,,,,,,C
8,2:33,7,81,5,97,naked eye=2c
9,,,,,,C
10,5:04,9,52,5,91,naked eye=1c
11,2:11,6,34,6,73,
12,,,,,,M
13,3:29,6,22,6,51,
14,1:10,3,11,7,39,
15,1:04,2,9,6,32,
16,2:12,2,8,5,33,
17,2:44,2,10,5,31,
18,,,,,,C
19,,,,,,C
20,0:15,4,30,4,13,
21,4:42,3,47,9,29,
22,3:50,2,43,8,27,
23,1:27,2,35,10,35,
24,1:34,2,19,9,24,
25,1:22,4,19,7,28,
26,-5,4,21,9,45,
27,3:26,5,27,9,66,naked eye=1c
28,2:31,5,37,8,78,naked eye=1b
29,1:20,5,31,7,85,naked eye=1b
30,,,,,,C
31,,,,,,C
