date,time,ng,nf,sg,sf,remarks
1,3:12,12,83,7,28,
2,0:36,9,70,5,23,
3,4:14,8,67,3,15,
4,,,,,,C
5,,,,,,M
6,3:13,5,38,11,85,
7,3:14,7,37,10,112,
8,3:17,7,45,11,155,
9,3:42,9,54,9,173,
10,,,,,,R
11,2:56,10,68,7,141,
12,3:58,8,47,6,110,
13,0:19,8,52,4,71,
14,-41,8,57,6,84,
15,-14,8,50,6,77,
16,1:14,9,43,3,58,
17,3:44,12,63,6,42,
18,,,,,,R
19,4:39,6,52,6,47,
20,2:11,7,37,6,31,
21,3:03,5,21,4,27,
22,3:17,4,19,4,27,
23,,,,,,R
24,2:14,5,28,4,38,
25,,,,,,C
26,2:51,4,21,4,32,
27,3:16,5,13,6,24,
28,,,,,,C-R
29,5:19,2,4,4,16,
30,2:10,4,6,7,22,
