date,time,ng,nf,sg,sf,remarks
1,3:38,0,0,1,8,
2,3:10,1,2,1,3,
3,2:45,1,2,1,5,
4,2:36,3,7,1,6,
5,3:01,1,2,1,7,
6,,,,,,C
7,3:29,2,6,0,0,
8,3:50,3,9,1,5,
9,2:26,5,17,1,6,
10,2:17,4,22,1,2,
11,,,,,,M
12,,,,,,C
13,4:30,2,7,0,0,
14,2:50,2,6,0,0,
15,2:39,3,7,0,0,
16,2:05,3,7,0,0,
17,,,,,,M
18,,,,,,S
19,3:20,0,0,1,2,
20,2:40,0,0,2,6,
21,2:20,1,6,2,12,
22,3:39,1,11,2,9,
23,,,,,,C
24,,,,,,C
25,2:30,2,18,1,2,
26,2:31,2,17,1,2,
27,3:34,2,23,0,0,
28,2:15,3,23,1,5,
29,,,,,,C-R
30,,,,,,R-C
31,2:05,1,3,1,2,
