date,time,ng,nf,sg,sf,remarks
1,2:52,2,12,6,52,
2,,,,,,R
3,2:54,2,3,5,45,
4,3:28,1,3,6,53,
5,1:27,1,3,5,54,
6,4:01,0,0,5,46,
7,3:51,1,2,6,52,
8,,,,,,S
9,1:16,0,0,3,14,
10,2:39,1,2,2,17,
11,3:24,1,1,1,10,
12,,,,,,C
13,3:30,1,2,0,0,
14,1:38,1,4,0,0,
15,4:48,2,3,1,1,
16,1:50,1,2,1,1,
17,,,,,,S
18,,,,,,C
19,1:09,0,0,3,12,
20,0:42,0,0,4,11,
21,0:34,1,3,3,10,
22,1:01,1,6,3,6,
23,m1:13,1,6,2,3,
24,,,,,,S
25,2:35,2,15,5,12,
26,0:48,2,18,4,12,
27,-29,2,17,5,19,
28,2:00,2,8,7,36,
