date,time,ng,nf,sg,sf,remarks
1,2:16,0,0,0,0,
2,2:46,0,0,0,0,
3,2:50,0,0,0,0,
4,,,,,,C
5,,,,,,R
6,,,,,,R
7,2:46,0,0,0,0,
8,3:38,0,0,0,0,
9,3:30,0,0,0,0,
10,4:33,0,0,0,0,
11,,,,,,C
12,5:10,0,0,0,0,
13,,,,,,R
14,5:46,0,0,1,3,
15,2:50,0,0,1,6,
16,2:16,1,5,1,3,
17,,,,,,R
18,3:10,1,5,0,0,
19,1:19,2,16,0,0,
20,,,,,,C
21,1:11,2,22,0,0,
22,3:13,2,60,0,0,
23,2:29,2,59,0,0,
24,5:27,2,43,0,0,
25,0:18,2,46,0,0,
26,,,,,,C
27,2:42,2,12,0,0,
28,3:30,2,3,0,0,
29,,,,,,R
30,,,,,,C
31,3:04,0,0,0,0,
