date,time,ng,nf,sg,sf,remarks
1,2:30,1,2,0,0,
2,,,,,,C
3,2:50,1,2,0,0,
4,3:20,1,2,0,0,
5,6:00,1,2,0,0,
6,4:20,1,2,0,0,
7,3:10,1,2,0,0,
8,4:10,0,0,0,0,
9,4:40,0,0,0,0,
10,,,,,,R-C
11,4:50,0,0,1,2,
12,3:50,0,0,0,0,
13,3:20,1,2,0,0,
14,,,,,,C
15,4:10,0,0,0,0,
16,2:40,1,5,0,0,
17,1:50,1,9,0,0,
18,2:10,1,4,0,0,
19,,,,,,R
20,,,,,,C
21,,,,,,C
22,2:10,0,0,0,0,
23,3:10,1,2,0,0,
24,,,,,,S
25,3:10,1,5,0,0,
26,2:10,1,6,0,0,
27,,,,,,R
28,2:40,2,9,0,0,
29,4:10,2,13,0,0,
30,,,,,,R
