date,time,ng,nf,sg,sf,remarks
1,,,,,,C
2,,,,,,M
3,1:58,0,0,0,0,
4,5:30,0,0,0,0,
5,,,,,,C-R
6,3:25,1,1,0,0,
7,3:30,0,0,1,2,
8,,,,,,R
9,6:10,1,6,1,6,
10,3:19,1,11,1,6,
11,3:39,1,13,3,19,
12,3:16,1,9,3,35,
13,2:55,1,6,3,38,
14,2:02,1,2,3,42,
15,,,,,,M
16,1:35,0,0,2,17,
17,2:10,1,3,2,20,
18,1:33,1,1,3,12,
19,,,,,,M
20,,,,,,M
21,,,,,,M
22,4:53,1,4,2,11,
23,6:41,1,6,1,11,
24,,,,,,R
25,6:02,1,8,1,7,
26,2:41,1,12,1,2,
27,3:56,1,7,1,1,
28,,,,,,M
29,,,,,,C
30,3:52,0,0,0,0,
31,,,,,,M
