date,time,ng,nf,sg,sf,remarks
1,,,,,,M
2,2:38,3,24,1,7,
3,2:39,3,14,1,5,
4,3:50,1,8,1,9,
5,,,,,,C-R
6,4:10,1,2,1,5,
7,4:05,0,0,1,35,
8,3:10,0,0,1,28,
9,1:42,0,0,1,23,
10,,,,,,M
11,0:02,2,4,2,23,
12,3:04,1,3,3,19,
13,2:26,0,0,3,26,
14,1:28,0,0,3,33,
15,2:02,0,0,3,32,
16,1:46,0,0,3,31,
17,0:50,0,0,3,30,
18,,,,,,M
19,3:40,0,0,3,23,
20,2:04,0,0,4,29,
21,3:04,0,0,3,34,
22,5:25,1,3,2,18,
23,,,,,,R-C
24,,,,,,C
25,,,,,,C
26,3:14,2,22,0,0,
27,0:29,2,18,0,0,
28,,,,,,C
29,1:11,1,1,2,5,
30,0:04,0,0,1,2,
31,1:00,0,0,1,2,
