date,time,ng,nf,sg,sf,remarks
1,,,,,,C
2,2:46,1,5,5,50,
3,,,,,,C
4,4:02,1,6,3,35,
5,,,,,,R
6,3:43,2,4,4,22,
7,3:49,1,4,3,17,
8,2:13,0,0,3,9,
9,0:30,1,2,0,0,
10,,,,,,C
11,,,,,,R
12,3:42,1,15,0,0,
13,3:02,1,22,0,0,
14,3:21,1,26,0,0,
15,,,,,,C
16,,,,,,R
17,3:07,2,30,2,15,
18,2:35,3,30,2,17,
19,,,,,,R
20,2:52,2,18,3,13,
21,2:51,2,18,3,17,
22,4:35,1,5,4,15,
23,4:05,0,0,5,35,
24,2:49,0,0,6,52,
25,3:49,0,0,5,72,
26,1:04,1,2,6,97,
27,3:23,0,0,5,95,
28,4:27,1,1,6,121,
29,3:32,0,0,6,133,
30,4:10,0,0,4,101,
