date,time,ng,nf,sg,sf,remarks
1,,,,,,R
2,,,,,,M
3,2:30,3,21,4,47,
4,,,,,,R
5,2:17,4,44,5,55,
6,2:50,4,38,3,31,
7,2:10,3,37,2,28,
8,,,,,,M
9,,,,,,C-R
10,5:41,2,31,1,2,
11,2:40,2,26,1,2,
12,3:30,2,27,1,2,
13,3:20,3,19,2,5,
14,4:20,1,3,2,12,
15,-18,1,2,1,9,
16,,,,,,C
17,3:50,0,0,1,3,
18,2:37,0,0,0,0,
19,2:50,0,0,1,2,
20,4:00,0,0,1,2,
21,2:35,0,0,0,0,
22,3:07,0,0,0,0,
23,7:00,1,5,0,0,
24,2:40,2,12,0,0,
25,,,,,,M
26,,,,,,R
27,3:23,1,12,0,0,
28,3:20,1,8,0,0,
29,2:42,3,33,0,0,
30,2:45,3,41,0,0,
31,,,,,,M
