date,time,ng,nf,sg,sf,remarks
1,3:44,2,25,6,41,
2,,,,,,M
3,3:48,3,30,8,34,
4,3:50,3,23,6,18,肉眼黒点＝2
5,1:45,4,30,7,35,肉眼黒点＝2
6,,,,,,C
7,,,,,,C
8,5:00,3,41,4,10,
9,2:40,4,36,3,12,
10,,,,,,C
11,,,,,,R
12,3:51,6,37,4,25,
13,4:19,5,52,3,33,
14,3:56,3,38,3,31,
15,3:50,4,54,6,62,肉眼黒点＝2
16,5:00,4,68,5,64,肉眼黒点＝2
17,,,,,,R
18,3:50,4,82,6,56,肉眼黒点＝1
19,4:10,3,63,5,42,
20,,,,,,R
21,4:10,6,73,5,29,
22,3:47,4,47,4,22,
23,3:13,4,46,4,22,
24,2:18,4,39,4,30,
25,,,,,,M
26,2:57,4,19,4,46,
27,3:00,4,11,7,62,
28,,,,,,M
29,4:14,4,11,5,47,
30,4:08,5,22,5,45,
31,3:43,5,32,6,54,
