date,time,ng,nf,sg,sf,remarks
1,3:58,6,44,3,47,
2,2:56,5,29,3,49,
3,,,,,,M
4,3:07,6,23,3,21,
5,,,,,,M
6,3:41,4,19,2,13,
7,3:30,4,22,3,19,
8,4:15,3,21,2,17,
9,,,,,,M
10,,,,,,M
11,3:45,5,26,1,2,
12,3:46,5,45,2,5,
13,3:59,6,56,2,6,
14,,,,,,C
15,3:49,13,90,4,37,
16,4:37,9,68,4,31,
17,,,,,,M
18,,,,,,M
19,4:30,6,34,4,26,
20,2:40,6,40,4,19,
21,4:15,8,60,5,22,
22,2:28,6,63,3,15,
23,3:43,5,65,3,17,
24,4:00,6,55,4,17,
25,,,,,,C
26,,,,,,C
27,4:09,4,55,6,38,
28,2:04,4,46,5,45,
29,4:06,4,46,5,48,
30,5:00,4,32,4,61,
31,,,,,,C
