date,time,ng,nf,sg,sf,remarks
1,,,,,,M
2,,,,,,M
3,4:48,0,0,2,16,
4,1:25,0,0,1,3,
5,2:56,0,0,1,6,
6,1:50,0,0,1,8,
7,,,,,,M
8,2:12,1,5,3,7,
9,3:56,2,19,2,5,
10,3:00,3,29,2,11,
11,,,,,,S
12,2:28,5,71,4,29,
13,2:44,5,93,5,30,
14,3:35,5,79,3,45,
15,2:49,5,85,4,65,
16,2:10,6,76,5,55,
17,1:55,5,63,5,42,
18,,,,,,R
19,,,,,,M
20,1:36,6,31,2,19,
21,1:30,5,27,3,11,
22,2:49,4,22,3,6,
23,2:42,3,10,2,7,
24,,,,,,C-R
25,2:03,3,13,1,8,
26,1:35,3,23,1,7,
27,3:49,4,25,1,4,
28,1:14,4,38,1,3,
