date,time,ng,nf,sg,sf,remarks
1,2:10,0,0,0,0,
2,2:40,0,0,0,0,
3,4:00,0,0,0,0,
4,,,,,,C
5,2:20,0,0,0,0,
6,,,,,,R
7,4:10,0,0,0,0,
8,2:00,0,0,0,0,
9,,,,,,C
10,5:10,0,0,0,0,
11,1:52,0,0,0,0,
12,3:25,0,0,0,0,
13,3:25,0,0,0,0,
14,1:00,0,0,0,0,
15,4:05,1,4,0,0,
16,,,,,,M
17,3:00,1,2,0,0,
18,1:00,1,10,0,0,
19,,,,,,C
20,2:00,0,0,0,0,
21,4:00,0,0,0,0,
22,,,,,,C
23,2:20,0,0,0,0,
24,6:00,1,2,0,0,
25,2:05,0,0,0,0,
26,,,,,,C
27,3:30,0,0,0,0,
28,1:50,0,0,0,0,
29,3:15,0,0,0,0,
30,1:30,0,0,0,0,
