date,time,ng,nf,sg,sf,remarks
1,,,,,,M
2,5:10,6,36,5,73,
3,,,,,,C
4,3:00,6,26,9,88,
5,4:50,4,8,6,47,
6,2:57,4,15,6,59,
7,4:11,4,16,4,36,
8,4:06,5,26,4,34,
9,5:00,5,49,5,37,
10,3:27,4,65,5,56,
11,5:54,4,44,6,49,
12,5:35,4,44,5,52,
13,,,,,,C
14,4:48,4,44,7,59,
15,,,,,,M
16,,,,,,R
17,2:49,2,28,4,25,
18,2:59,3,34,5,25,
19,4:20,5,28,4,31,
20,3:19,7,38,5,35,
21,,,,,,R
22,2:10,4,41,7,58,
23,5:20,8,44,10,49,
24,2:50,5,27,9,42,
25,3:00,5,25,10,38,
26,,,,,,C
27,5:42,4,63,7,38,
28,2:52,4,59,7,49,
29,,,,,,M
30,2:59,3,63,7,55,
31,3:27,3,54,6,73,
