date,time,ng,nf,sg,sf,remarks
1,,,,,,R
2,3:29,3,30,4,57,
3,3:05,4,27,3,35,
4,3:16,3,23,4,35,
5,2:54,5,29,4,44,
6,4:05,6,41,4,29,
7,3:37,9,70,2,18,
8,,,,,,C
9,,,,,,M
10,4:07,10,222,3,8,
11,3:50,9,221,3,19,
12,,,,,,R
13,1:51,7,152,2,43,
14,3:22,7,116,3,57,
15,,,,,,C
16,,,,,,C
17,3:10,6,83,6,64,
18,3:32,4,63,8,89,
19,3:33,4,56,9,106,
20,4:40,5,47,8,108,
21,3:06,3,41,9,92,
22,,,,,,M
23,,,,,,C
24,,,,,,R
25,3:40,1,2,7,86,
26,,,,,,C
27,3:25,4,18,8,97,
28,4:12,3,10,6,88,
29,3:36,1,26,3,69,
30,4:10,2,31,2,42,
