date,time,ng,nf,sg,sf,remarks
1,,,,,,C
2,,,,,,R-C
3,3:39,3,16,5,33,
4,2:23,3,14,5,30,
5,,,,,,R
6,2:26,0,0,5,25,
7,,,,,,M
8,4:54,1,7,5,15,
9,2:20,1,7,4,11,
10,4:40,1,11,2,13,
11,2:48,2,20,3,27,
12,3:31,3,20,3,24,
13,,,,,,R
14,3:22,4,15,2,23,
15,3:07,4,18,2,22,
16,,,,,,M
17,2:32,3,10,3,23,
18,,,,,,C
19,3:40,2,4,6,28,
20,,,,,,R
21,6:10,2,4,5,30,
22,,,,,,M
23,3:26,3,7,5,41,
24,3:03,3,8,3,35,
25,,,,,,M
26,,,,,,C-R
27,,,,,,C
28,2:17,2,16,3,14,
29,6:40,3,14,4,18,
30,7:20,2,9,3,14,
31,3:18,3,8,5,23,
