date,time,ng,nf,sg,sf,remarks
1,12:20,6,26,0,0,
2,15:20,5,32,0,0,
3,15:15,5,40,0,0,
4,12:50,5,32,0,0,
5,15:20,5,20,0,0,
6,12:40,4,21,0,0,
7,12:55,3,9,0,0,
8,12:35,2,2,1,1,
9,13:00,0,0,0,0,
10,13:20,0,0,0,0,
11,12:10,2,3,0,0,
12,12:35,2,12,0,0,
13,11:40,2,13,0,0,
14,,,,,,C
15,,,,,,C
16,,,,,,C
17,12:10,3,14,1,1,
18,12:30,4,18,0,0,
19,,,,,,M
20,12:50,3,11,0,0,
21,13:35,3,4,0,0,
22,,,,,,M
23,,,,,,C
24,12:10,4,33,1,1,
25,12:50,6,65,0,0,
26,14:50,6,69,0,0,
27,11:30,5,62,0,0,
28,11:50,5,56,0,0,
29,14:20,5,65,0,0,
30,11:45,5,46,0,0,
31,12:50,2,33,0,0,
