date,time,ng,nf,sg,sf,remarks
1,5:52,2,18,3,58,
2,2:34,3,19,3,56,
3,3:08,2,24,3,53,
4,3:26,2,24,2,37,
5,3:15,1,26,2,40,
6,2:43,2,42,2,26,
7,3:02,2,43,3,34,
8,2:57,1,49,3,29,
9,3:00,1,39,3,16,
10,-29,1,33,3,10,
11,1:40,1,16,2,5,
12,,,,,,C
13,2:20,1,21,2,11,
14,,,,,,C
15,,,,,,R
16,3:51,1,18,3,11,
17,3:03,1,8,3,21,
18,,,,,,R
19,,,,,,R-C
20,2:24,2,4,3,6,
21,3:50,2,7,1,2,
22,4:28,2,12,2,4,
23,3:31,2,11,2,5,
24,2:41,2,6,3,6,
25,2:58,2,7,3,12,
26,3:10,2,5,2,14,
27,2:41,2,5,2,19,
28,4:26,2,3,2,12,
29,3:35,1,2,2,12,
30,3:05,1,2,2,16,
