date,time,ng,nf,sg,sf,remarks
1,,,,,,C-S
2,,,,,,M
3,13:55,2,4,0,0,
4,12:00,1,4,0,0,
5,13:30,1,3,0,0,
6,13:20,1,4,0,0,
7,14:10,1,4,0,0,
8,,,,,,C
9,,,,,,M
10,10:20,0,0,0,0,
11,11:30,0,0,0,0,
12,14:20,0,0,0,0,
13,,,,,,M
14,9:50,2,3,0,0,
15,,,,,,C
16,11:20,2,7,0,0,
17,,,,,,M
18,,,,,,M
19,14:00,1,10,0,0,
20,,,,,,C
21,,,,,,C
22,,,,,,M
23,13:35,2,27,0,0,
24,14:30,3,34,0,0,
25,15:20,3,40,0,0,
26,10:40,3,24,0,0,
27,,,,,,M
28,10:55,3,34,2,2,
29,10:30,2,38,0,0,
30,,,,,,
31,13:00,1,20,0,0,
