date,time,ng,nf,sg,sf,remarks
1,,,,,,C
2,,,,,,C
3,,,,,,M
4,3:05,1,2,3,35,
5,4:04,1,2,3,32,
6,,,,,,C
7,3:56,1,4,3,44,
8,3:42,1,2,5,50,
9,4:02,1,2,5,47,
10,,,,,,M
11,3:47,2,4,5,39,
12,4:07,2,4,6,28,
13,4:07,3,5,7,24,
14,,,,,,R
15,,,,,,M
16,2:20,2,8,3,18,
17,2:57,3,15,3,25,
18,3:43,4,22,4,25,
19,0:14,5,30,5,19,
20,3:11,6,57,4,13,
21,3:50,6,47,2,6,
22,2:53,7,54,4,14,
23,0:07,3,50,5,20,
24,4:09,3,55,6,18,
25,0:33,3,56,2,5,
26,0:05,3,48,4,22,
27,1:51,2,36,5,53,
28,1:54,4,19,5,66,
29,0:01,2,7,6,64,
30,m2:42,1,2,6,47,
31,0:51,0,0,8,43,
