date,time,ng,nf,sg,sf,remarks
1,0:22,3,46,5,42,
2,1:26,3,37,5,22,
3,0:31,4,47,4,20,
4,,,,,,M
5,2:14,3,39,3,40,
6,m1:23,3,28,3,40,
7,,,,,,C
8,,,,,,R
9,3:27,3,13,4,87,naked eye=2c
10,2:25,3,16,4,81,
11,,,,,,C
12,4:13,2,7,5,64,
13,3:04,3,11,7,72,
14,,,,,,C
15,2:17,2,5,10,69,
16,2:13,2,5,9,52,naked eye=1c
17,3:53,2,2,9,59,naked eye=1c
18,2:24,0,0,8,86,naked eye=1c
19,3:42,1,8,9,99,naked eye=1c
20,2:39,2,16,10,126,
21,,,,,,C
22,,,,,,C-R
23,4:23,6,43,12,83,
24,1:43,6,56,12,60,
25,2:26,6,61,8,47,
26,,,,,,C
27,,,,,,C
28,,,,,,C
29,,,,,,R
30,3:46,9,76,11,59,
31,0:36,9,81,12,61,
