date,time,ng,nf,sg,sf,remarks
1,2:44,2,55,7,92,
2,5:56,2,41,8,63,
3,,,,,,C-R
4,2:31,2,8,2,25,
5,,,,,,M
6,5:06,0,0,1,2,
7,1:43,0,0,1,2,
8,,,,,,M
9,,,,,,C
10,,,,,,R
11,,,,,,R
12,4:20,0,0,2,6,
13,5:50,2,4,0,0,
14,3:36,2,15,0,0,
15,2:13,2,19,0,0,
16,4:39,3,24,0,0,
17,2:04,2,21,1,1,
18,3:38,3,26,2,3,
19,4:20,3,35,3,15,
20,,,,,,R
21,,,,,,M
22,2:29,3,43,3,45,
23,3:45,3,48,5,54,
24,3:39,3,41,6,51,
25,,,,,,R
26,3:19,3,36,5,71,
27,,,,,,C
28,4:30,3,22,8,71,
29,4:20,2,13,6,64,
30,,,,,,R-C
