date,time,ng,nf,sg,sf,remarks
1,,,,,,C
2,3:15,4,56,2,19,
3,2:50,4,48,2,8,
4,,,,,,C-R
5,,,,,,S
6,2:49,5,30,1,4,
7,,,,,,C
8,2:20,4,56,2,11,
9,0:19,5,72,3,24,naked eye=1b
10,2:31,6,83,3,32,naked eye=1a
11,2:17,5,69,4,36,naked eye=1a
12,1:57,5,87,6,39,naked eye=1a
13,,,,,,R
14,3:00,6,99,5,38,naked eye=1a
15,1:23,4,87,4,34,naked eye=1b
16,0:27,5,91,5,39,naked eye=1c
17,3:40,8,96,3,29,
18,2:33,8,81,4,27,
19,3:10,6,46,3,19,
20,3:34,4,48,5,38,naked eye=1c
21,4:27,4,54,6,51,naked eye=1c
22,2:50,5,63,3,29,naked eye=1b
23,,,,,,M
24,,,,,,M
25,1:48,5,55,3,30,
26,3:50,5,30,2,31,
27,,,,,,C
28,,,,,,C
29,2:41,4,10,4,24,
30,4:10,4,10,3,25,
31,,,,,,R
