date,time,ng,nf,sg,sf,remarks
1,,,,,,C
2,2:09,4,38,8,157,naked eye=1c
3,,,,,,C
4,6:34,4,22,7,120,naked eye=1b
5,5:39,4,16,10,111,naked eye=1b
6,,,,,,M
7,,,,,,M
8,3:40,4,36,6,72,
9,2:13,4,56,9,77,
10,1:14,4,76,6,63,
11,3:32,3,84,7,58,
12,,,,,,M
13,2:04,3,61,5,45,naked eye=2c
14,2:38,4,42,7,45,naked eye=1c
15,2:20,3,34,6,48,naked eye=1b
16,,,,,,M
17,2:01,3,25,5,57,naked eye=1b
18,1:50,2,17,8,57,naked eye=1c
19,1:52,3,16,5,41,
20,1:50,3,27,5,29,
21,1:48,5,46,7,33,
22,4:16,4,57,5,27,naked eye=1c
23,0:28,8,55,6,35,naked eye=1b
24,,,,,,C
25,1:33,8,97,8,42,naked eye=2b
26,2:39,8,105,6,31,naked eye=2b
27,2:08,6,105,7,33,naked eye=2b
28,1:49,7,81,9,44,naked eye=1c
29,,,,,,C
