date,time,ng,nf,sg,sf,remarks
1,,,,,,R
2,3:49,9,51,5,24,
3,m1:22,10,49,6,23,
4,,,,,,R
5,,,,,,C-R
6,1:56,8,79,1,3,
7,1:48,11,90,2,9,
8,2:03,11,133,4,15,
9,,,,,,C
10,,,,,,C
11,2:46,12,148,1,3,
12,3:04,12,130,2,8,naked eye=1c
13,,,,,,C
14,3:34,8,89,3,18,naked eye=1c
15,4:51,8,89,3,21,naked eye=1c
16,,,,,,R
17,3:08,9,108,4,31,
18,3:05,12,113,3,26,
19,,,,,,C-R
20,3:54,11,88,3,39,
21,0:34,9,64,2,22,
22,1:14,5,51,3,17,naked eye=1c
23,0:15,5,48,3,9,naked eye=1c
24,0:50,6,56,1,3,
25,,,,,,R
26,3:28,6,56,3,5,
27,0:11,7,49,1,3,
28,0:05,5,36,1,3,
29,1:14,7,38,1,3,
30,2:49,8,43,1,4,
