date,time,ng,nf,sg,sf,remarks
1,,,,,,C-R
2,3:34,2,4,6,49,
3,3:30,1,1,5,45,
4,3:34,1,3,4,46,
5,3:30,1,6,6,41,
6,,,,,,C
7,2:14,1,3,4,48,
8,5:10,1,6,5,39,
9,-25,1,8,5,59,
10,3:27,1,2,6,82,
11,2:56,0,0,5,83,
12,4:09,1,5,5,82,
13,3:20,1,10,5,80,
14,4:00,1,12,6,75,
15,2:44,2,21,6,69,
16,,,,,,R
17,3:43,1,13,5,31,
18,3:30,2,13,6,25,
19,3:30,2,20,5,21,
20,3:16,2,31,3,19,
21,4:34,2,53,4,24,
22,2:15,2,45,4,21,
23,4:40,2,34,4,22,
24,2:05,3,26,6,31,
25,2:56,2,13,7,25,
26,2:54,2,9,8,42,
27,3:30,2,3,8,30,
28,,,,,,M
29,3:12,2,3,7,47,
30,0:16,0,0,6,41,
31,1:19,0,0,4,50,
