date,time,ng,nf,sg,sf,remarks
1,3:20,0,0,0,0,
2,3:11,0,0,0,0,
3,3:07,0,0,0,0,
4,2:31,0,0,0,0,
5,3:25,0,0,0,0,
6,,,,,,R
7,,,,,,C
8,1:10,1,12,0,0,
9,3:46,1,5,1,5,
10,3:00,0,0,1,5,
11,4:13,0,0,1,7,
12,4:20,0,0,1,9,
13,4:00,1,1,1,9,
14,2:32,1,1,2,17,
15,4:00,0,0,2,18,
16,,,,,,M
17,,,,,,C-R
18,2:10,1,6,1,15,
19,3:56,1,3,1,12,
20,3:30,1,2,1,7,
21,2:36,1,1,1,7,
22,2:54,0,0,1,6,
23,-9,0,0,1,3,
24,,,,,,R
25,1:47,0,0,0,0,
26,3:14,0,0,0,0,
27,2:25,0,0,0,0,
28,,,,,,R
29,2:46,0,0,0,0,
30,2:23,0,0,0,0,
