date,time,ng,nf,sg,sf,remarks
1,,,,,,C
2,,,,,,R-C
3,3:41,2,6,1,15,
4,2:15,1,3,1,17,
5,,,,,,R
6,2:40,0,0,2,15,
7,4:20,0,0,2,15,
8,2:10,0,0,2,20,
9,,,,,,R
10,4:10,0,0,1,3,
11,3:00,0,0,1,3,
12,,,,,,C
13,2:30,0,0,1,1,
14,3:00,0,0,1,2,
15,3:53,0,0,1,5,
16,,,,,,R
17,,,,,,R
18,,,,,,R
19,4:30,0,0,1,14,
20,,,,,,C
21,,,,,,R-C
22,2:50,1,1,0,0,
23,,,,,,M
24,,,,,,R
25,6:15,1,8,0,0,
26,2:41,1,9,0,0,
27,3:23,1,8,0,0,
28,2:32,1,6,0,0,
29,3:51,1,7,0,0,
30,2:47,1,4,2,3,
31,4:10,1,3,1,2,
