date,time,ng,nf,sg,sf,remarks
1,2:34,4,59,1,5,
2,4:08,2,63,1,2,naked eye=1c
3,,,,,,C
4,4:00,4,67,1,1,naked eye=1c
5,,,,,,C
6,3:50,1,54,2,12,naked eye=1c
7,4:03,2,58,2,25,naked eye=1c
8,2:46,1,30,2,32,
9,3:59,1,17,4,57,naked eye=1c
10,3:58,1,14,6,83,naked eye=1c
11,,,,,,M
12,,,,,,M
13,,,,,,C
14,,,,,,R
15,2:00,4,23,4,91,
16,1:55,5,34,4,80,
17,,,,,,C
18,6:53,5,25,3,27,
19,1:32,3,22,4,12,
20,3:41,3,24,2,3,
21,6:40,3,18,2,9,
22,3:57,3,21,3,10,
23,3:52,3,19,2,6,
24,3:50,2,9,3,4,
25,4:33,3,9,1,4,
26,5:50,3,9,2,7,
27,,,,,,M
28,2:30,3,7,2,10,
29,2:50,2,6,2,5,
30,5:57,3,10,1,3,
31,2:41,3,12,1,8,
